,airline_name,review_title,review_description,review_date,rating_stars,travel_date,user_location,Seat comfort,Customer service,Cleanliness,Food and Beverage,Legroom,In-flight Entertainment,Value for money,Check-in and boarding
10,saudia_airlines,0/100 Most Frustrating journey ever,I will never ever recommend SAUDIA AIRLINES. I will given 0/100 no doubt. Very poor service and it’s really frustrating journey for us. Departure time was 2:55 but flight departures late at 5:10. But we entered into flight at 15:00 we just ask for water but they refused to given they told us they will only serve water when they started serving food.They served water after three hours they didn’t considered as a human being. Water is essential for human being especially it’s a long journey.It’s really awful I think. So rude behaviour. Another thing is I already booked for extra luggage and paid INR 16900/£169 but in check in counter they refused simply and they said it’s not updated in their system.They just wasted our 2 hours to sort it out at last they said they can’t allow the baggage then we paid again for the baggage in the check in counter.It’s too frustrating things they are doing and really rude behaviour. Please do think 100 times before booking SAUDIA AIRLINES ,"September 28, 2023",1,Date of travel: July 2023,,2,1,1,1,1,1,1,1
11,saudia_airlines,Highly recommend,We can only speak from personal experience but we found Saudi Airlines to offer exceptional service on the 4 flights we took with them this month from Manchester-Jeddah-Kuala Lumpur and back again. On two legs we had the added comfort of a 787-10 plane but even on the older 787-9 older dream-liners we had plenty of legroom and seat comfort. Cabin staff were excellent on all 4 journeys and nothing was too much trouble for them. We had no delays or problems with the luggage. The flight prices were excellent and we would have no hesitation in using them again or recommending them. ,"September 28, 2023",5,Date of travel: September 2023,United Kingdom,5,5,5,4,5,3,5,5
12,saudia_airlines,Lost baggage and worst service from Saudia Airlines ,"My brother and his wife began their honeymoon with Saudia Airlines from Mumbai to Amsterdam, but it turned into a nightmare. Two of their bags disappeared, and they reported it immediately. However, the airline's response was a never-ending loop of disappointment.Every day during their trip, they visited the airport, only to be told that their bag was on T2 and would take 24 hours to arrive on T1, followed by a promise of prompt delivery. Yet, each time they called, the story changed - ""Sorry, sir, it's still in France,"" or ""Sorry, sir, we haven't received it.""I would strongly advise against choosing Saudia Airlines. Think carefully before booking with them. This experience was nothing short of a disaster, and it's evident that their baggage handling and customer service need serious improvement. Their ineptitude cast a shadow over what should have been a special honeymoon.","September 28, 2023",1,Date of travel: September 2023,,1,1,1,1,1,1,1,1
13,saudia_airlines,Shocking service / airlines,Beyond shocking customer service. Arbitrary flight cancellations and renowned for losing passenger baggage in transit. Never again!,"September 28, 2023",1,Date of travel: September 2023,"Potters Bar, United Kingdom",1,1,1,1,1,1,1,1
14,saudia_airlines,Avoid Saudia at any cost,"The worst flight experience of my life.Where to start, dropping the bag took 15min and that was only the start.We got on the plane on time. After about 30min we were told of a technical problem needed fixing. After another 30min we were asked to leave the plane and wait at the gate. We kept waiting for more than 2 hours and no UPDATE.It was crazy with the 4-5 Saudia's Thai staff shared no information what so ever!!!We were served a small box of water, a chocolate bar and 2 pieces of patesry.Searching online showed the flight was cancelled! However the staff were talking to each other in Thai and not sharing any information with passengers.After another hours in chaotic manner we were asked to go out and collect our bags before going to a hotel!Again there was no information of where to collect the bags and to which hotel.Passengers were scrambling for any information and we kept moved from one bag rail to another.After another 2 hours now it is almost 11.00pm the bags arrived.At this stage most of the Saudia’s ground team disappeared.The remaining one asked us to go outside the terminal to the bus. Leaving the terminal the remaining Saudia's staff disappeared!!It was chaos till I managed to find a bus that took me to a hotel called O2 luxurious! There is nothing luxurious about this hotel.The staff at the hotel were rude. I was allocated a room full of 🐜. After complaining a second room was given to me.By now it was after midnight. Some passengers were still arriving is such disorganised matter!Day Two: So far no information about a replacement flight time or day.No one from Saudia is answering to messages or on FB and twitter.I can see tontine the flight is now scheduled to 11.00pm but not sure if it will happen. Avoid using Saudi at any cost ","September 27, 2023",1,Date of travel: September 2023,United Kingdom,0,1,1,1,0,1,1,1
15,saudia_airlines,The worst travelling experience of my life - avoid them like the plague!,"This has to be the worst airline I have flown with and I will never book tickets with them ever again. My first connecting flight from Cochin was delayed by 4 hours which meant that I missed my connection flight from Riyadh to London(keep in mind that both these flights are Saudia flights). When we reached the Riyadh airport, they made us wait at the airport for 30 hours and refused to provide us with accommodation. They even denied us food and water and we had to fight the airport staff for it. I will never use this airline again even if they offer to fly me for free. Sitting at that airport for 30 hours not been able to sleep because of their bad chairs is one of the worst travelling experiences of my life and I recommend anyone wishing to book with them to steer clear. Ignore any positive reviews that you may see because if no problems arise, the experiences tend to be positive but if anything happens, Saudia treats their customers like farm animals and I would not want to take that risk ever again.","September 27, 2023",1,Date of travel: September 2023,,2,1,1,1,2,1,1,1
16,saudia_airlines,Worst experience in an airline ever,"I have been traveling since the age of five...let me say this was the worst experience on any airline I had. Even Ryanair does better than this. Child meal with not even a juice or water, no entertainment on a 7 hour flight,not even music, unfriendly cabin crew and dirty toilets. It saddens me to say this but for one of the biggest and richest countries of the world, they could at least invest in a decent airline. Baggage control....took two and a half hours after landing....no more words to express how bad it was.","September 25, 2023",1,Date of travel: August 2023,,1,1,1,1,2,1,5,2
17,saudia_airlines,Horrible experience of life ,Never ever use this airline ever in my life. I have a little baby with me nobody help the first half is fine as I travel in business class the other half from Jeddah to Manchester was absolute crap no support from attendants on the flight ask them couple of times for bit help with my kid in short they are rude misbehaving not helping at any point because of bereavement in family I have to fly in emergency but never again in my life.,"September 25, 2023",1,Date of travel: September 2023,,1,1,1,1,1,1,1,1
18,saudia_airlines,Bad Airline in KSA,The customer service was truly bad I missed my flight because I couldn't reach on time to the airport they told me I cant change my flight and I have to purchase new ticket I said ok because I don't want to loose my return flight also . but when I travelled to ARAR and want to to come back to Riyadh using the same ticket they told me its cancelled from the system because you didn't travel by my old ticket which I miss it now I have to purchase my 4th ticket for the vacation of 2 days . What a Hell is this ,"September 24, 2023",1,Date of travel: September 2023,,2,1,3,1,2,1,1,1
19,saudia_airlines,Terrible and rude women in ground staff,"Horrible people, the woman at the counter just decided I can't fly because according to her my visa is 'fake'! She was outright rude and wouldn't give any details. Forcefully removed me from her line, i waited a moment, went to another line, and got cleared! Can't beleive that woman had the audacity to behave like this, i guess my brown skin made her show her racist colors!","September 21, 2023",1,Date of travel: May 2023,,3,4,3,3,4,0,4,1
20,saudia_airlines,Worst even service received paying a…,"Worst even service received paying a comparatively high price than other airlines on the same destination. Booked for 3 passengers with 6 luggage. Received only one on 14 September 2023. Complained at Gatwick Airport regarding the missing luggage. Received 3 luggage on 18 September 2023, and still 2 missing. No phone or email from the airlines for the missing luggage and no apology or compensation for the service! Forget about the onboard food or customer service. Memorable worst experience from Saudia!","September 19, 2023",1,Date of travel: September 2023,,1,1,1,1,1,1,1,1
21,saudia_airlines,Never fly with this fraudulent airline,"I am writing this again as I have a review below. I have contacted saudia regarding my lost baggages only to get pathetic responses back. My bags are still under tracing and missing although its claimed by the rep on the day it would be brought on the next flight. They said that so we would leave. Now reading so many reviews on lost luggage I wish I was more alert. Online tracing system does not even give accurate description that i wrote on the forms. I have medical supplies and actual medication in the baggages. I also have dates in there which would rot bu the time i get my bags. They simply do no care about the customers. I can see after months people have not got their stuff. I am hoping for a miracle at this point. It is really bad that we came from a pilgrimage, a holy thing to do and for people in Saudi to treat clients this way. Do NOT EVER FLY WITH THIS AIRLINE. They WILL lose your luggage for sure. Even the zamzam water. The rep at Gatwick was rude himself and said whatever he could to make us leave. No claim number or anything. Whatsapp communication is hopeless too. Some screenshots below of the absolutely nonsense answers I got from a agent.","September 17, 2023",1,Date of travel: September 2023,"London, United Kingdom",1,1,1,1,1,1,1,1
22,saudia_airlines,Horrible ecperience,"We bought Saudia tickets as they offered a good amount of baggage allowance. However the service was only average. Staff was not friendly or courteous. My baggage did not arrive. We were stranded at Birmingham airport without any luggage. Though we filled the form and completed all formalities, we have not heard from the airline. None of the contact numbers are answered, there is no where to complain, the customer care is pathetic, no one answers calls....we are left in a foreign country without any luggage and have had to buy clothes and essentials that has been an added expense. There are no Saudia offices at Birmingham airport and we really don't know where to go and whom to contact. Never travelling by this airline again","September 16, 2023",3,Date of travel: September 2023,,4,2,3,2,5,2,3,4
23,saudia_airlines,Wont fly again,"So we flew to and from Gatwick to Saudi Arabia. Out flight going was okay. Check in was easy. Parents had wheelchair access but still had to walk to the plane for a long time. We had seats in the row in-front not being used so we managed to stretch our legs. Prayer rooms were convenient. Food was ravioli pasta, cake slice, corn and bread roll the pasta does not cater to all people on the plane. There was no option to preselect either. They gave fruits and juices throughout the journey. Warm cloths And amenities such as sleeping mask, toothbrush and mini toothpaste. The air stewardess were good. Airport immigration ladies need to get off their high horse and stop talking in a patronising tone. Kept saying habibi in a condescending tone when fingerprints were not working. Like we want to stand there any longer. They barely speak english and looked down on whoever cant speak arabic. Like its an airport with foreign people coming through. Now our journey back was another issue. The check in was long due to staff not knowing passport information. They kept asking my parents for another passport even though i kept explaining that they have a bangladesh passport with indefinite leave. Said they have a resident permit. They looked so confused. I said we entered did we not? Why is it so hard to process? They gave up on running fingerprints and kept huffing and puffing. They were so confused that I owned a British passport and parents didnt like no immigrants have kids? We got wheeled to the front of the gate. We had a domestic flight at 5am and the flight boarded and we were lacking sleep. The main flight gave hot tissues and free drinks again. Breakfast was given rather late but it was either omelette with potato and mushrooms, yoghurt, croissant and fruit bowl or foul with rice but the guy kept saying fool. We opted for the eggs. The airport was really cold with air con everywhere. The transfer was easy too but upon arriving we stood for over an hour staring at luggages. Only one bottle of zamzam water came through which we bout from MEDINA. So it was transferred but not the rest. We went to a rep who stated Jeddah, Manchester and Birmingham did not send over 400 bags as the belt broke at the airport. They only notified gatwick when we arrived and that too hours after waiting. Most transferred flight had no baggage's come through. We filled a report given by a very annoyed rep but he had to understand our frustration after a long journey. They said it may come on a flight today (a day later) and will be sent to our addresses. Lets see what happens as we have valuables and medications in the luggage. No one was available to speak to us at departures desk as they knew there was issues. Jeddah airport was just not giving a toss about bags. Going to jeddah was fine and receiving bags was fine. Just our flight back was shambles. Long queues to check in and departure gate so far. As parents had wheelchair assistance we were brought to the gate very and no time to explore and shop as the assistants just wanted to plant them somewhere.No info on luggage yet so will update. But with this experience i would not fly again as there was no communication was being done to save us a few hours of waiting for luggages. Stick to a more known airline who are more professional in dealing with these matters. The lost properties dont deal with this airline so was an issue. ","September 15, 2023",2,Date of travel: September 2023,"London, United Kingdom",3,4,3,2,4,4,3,4
24,saudia_airlines,London via Riyadh to India,"I'd say this is the one of the worst airlines I ever flew with, absolute rubbish stuff is very rude and arrogant, Saudi people are uncivilised and disgusting","September 15, 2023",1,Date of travel: June 2023,"Hayes, United Kingdom",1,1,1,1,1,1,1,1
25,saudia_airlines,Beyond expectations,"Having worked over 20 years ago in Jeddah, we checked the Saudi option to fly to Geneva and the experience was beyond our expectation. We had a short 2 hour stopover in Jeddah and the new Airport is amazing and comparable to Dubai Airport or any great International Airport. In short, Saudi Airline Economy has the same standard of service as other airlines in Business class except the seat cannot recline to a flat bed. Leg room is plenty, we get nice amenity bag including toothbrush and toothpaste, drinks (Juice-no alcohol) before take off, plenty of in flight entertainment, power plugs etc. and the service throughout the flight by the crew was constant charming and excellent. Prices are also reasonable especially nowadays! On our return to Bangkok we flew from Geneva to Bangkok with a 3 hour stopover in Jeddah and stayed in the Airline Lounge with plenty of good food and drinks. The Saudi staff at Geneva Airport were exceptionally great as we had a small issue that they helped to resolve most efficiently. For this we thank them very much! Flight back was equally good as described above! Needless to say that all aircraft were brand new! We will fly Saudi again! All the best. Eric and Sirilak Brand ","September 11, 2023",5,Date of travel: August 2023,"Bangkok, Thailand",5,5,5,4,5,5,5,5
26,saudia_airlines,Flight Delay, No reason given on why the flight was delayed and now combined two flights into one to save money. No communication what so ever. NEVER FLY SAUDIA ARABIA AIRLINES ,"September 11, 2023",1,Date of travel: September 2023,,0,0,0,0,0,0,0,0
27,saudia_airlines,Experience in Saudia airlines,"Hello My name Rahul Virkud , I have lost my baggage on 27 aug 2023 while travelling from mumbai to amsterdam fight number SV773, SV215. i was carring 2 bags where one bag was missing, I registred after struggling for 5 hours, They registered my complaint File reference AMSSV11231 , Ticket number 065905196990102, Tag Number SV230813, Its been 2 weeks i couldn’t find my bag, I tried contacting customer care number and i experienced very poor response, +4921164136108 this is number which i got contacted and the respond was really pathetic , the guy speaking on the other had no idea about his job, I would never choose this airlines again and suggest travellers not to choose this airlines because of poor service, I request Saudia airlines solve this issue and take action","September 11, 2023",1,Date of travel: August 2023,,0,0,0,0,0,0,0,0
28,saudia_airlines,Bad communication,"We travelled in August to Makkah 2 adults and 2 children by Saudi Airlines. They cancelled the return flight without even informing me. No calls. No emails. Only when I logged on to the app did it show me that I could change my dates. That meant I would either need to come back a day earlier or stay a day later. Very bad communication. The flight itself was okay. Seats are not that bad. Service was okay. Staff were okay. Baggage came after an hour of landing. No one spoke to the passengers about the delay. We were all just looking at each other, totally confused. The only reason I decided to travel with Saudi was the price, but given the bad communication and service, I would probably pay extra and not have to deal with the bad experiences.","September 10, 2023",2,Date of travel: August 2023,"Abu Dhabi, United Arab Emirates",1,3,1,1,1,1,1,3
29,saudia_airlines,Very Bad people sitting on counter in Airport,AVOID to travel with this one of the Bad airline in the word. They trying to fetch money by using different tactics on airport counters cheaters and weird,"September 10, 2023",1,Date of travel: September 2023,,2,1,3,1,2,1,1,1
30,saudia_airlines,Very Bad airline trap you charge high while reach airport,AVOID AVOID AVOID!!!This Air line is very bad charge my luggage and cabin bag bothThe person standing was illiterate buddoo Saudi can’t speak English They ask me either pay or go backI have to pay bcoz I have connections in Riyadh for next flight AVOID USING THIS AIRLINE IN KSA,"September 9, 2023",1,Date of travel: September 2023,,0,0,0,0,0,0,0,0
31,saudia_airlines,Useless customer service,"They claimed to have a “flight disruption” without clear explanation. When asked, they refer me to the booking agency instead of answering the question DIRECTLY RELATED to the schedule of THEIR OWN flight. Stop wasting money on hiring incompetent customer service people, you’d be better off replacing them with bots. ","September 8, 2023",1,Date of travel: September 2023,"Jakarta, Indonesia",0,0,0,0,0,0,0,0
32,saudia_airlines,Terrible experience,"After all the security control in Bangkok international airport suvarnaphumi, three member of the crew decided to be police officer in an hosting country. Just 3 meter far from the aircraft door they opened and checked all the handy baggage 🧳 of all the passenger , they also used handy metal detector! Maybe searching duty free alchool ? Anyway is I think is not legal do police job inside another country ! Thailand should not let them do this kind of control ! Aircraft is new but crew showing the best of Arabia , men doing nothing and only give orders to girls crew ( Philippina , Chinese ) as their on slaves.Food is terrible ! Jedda airport wi fi is not working. Never again ","September 7, 2023",2,Date of travel: September 2023,,2,2,3,1,2,2,4,1
33,saudia_airlines,Usd18.5 to change seat... ,One star because I had no choice than to pay usd18.5 to change seat from the window to the aisle. ,"September 7, 2023",1,Date of travel: September 2023,,2,4,4,4,2,4,3,4
34,saudia_airlines,Poor services from stewardess,"I never cry on a plane. So, Saudi Arabia is the first airline that i cried almost throughout the journey from Istanbul to Jeddah. Some stewardess are terrible, the don't have sense of logical thinking, snobbish for what (idk) reason, won't allow us to seat if they're pushing the trolley. In my case, she was at the third row, and i have to wait while holding my child (talking about lacking of safety awareness), then suddenly my child vomited, i cleaned every single thing myself (including the floor) with my wet tissues and tissues. She didn't offer anything (at least a tissue) or even apologize coz obviously while waiting the motion sickness kicked in. Terrible service for an airline. Zero hospitality. Lack of empathy. Pathetic! I sat after washing everything, crying, i can't even eat, coz i hate every single thing about that journey. After transit at Jeddah, continued our journey to Malaysia with Saudi Airline. Again, different stewardess but still poor service (my kid didn't vomit this time). I guess that is just how they are. Poor service especially from the stewardess. I just can't wait to be home.","September 5, 2023",1,Date of travel: September 2023,,1,1,1,1,2,2,1,2
35,saudia_airlines,Not recomended ,"Horrible expérience Food are terrible , screen are not working during 10 hours flight Probably Never take this Airline again ","September 3, 2023",1,Date of travel: August 2023,,1,2,1,0,1,1,1,1
36,saudia_airlines,Worse flight,Worse flight we ever took. On board food is disgusting. Entertainment like screen on seats was broken my daughters was really very upset. Biggest disappointment was they're plane from Dhaka to Riyadh was worst ever. I guessed they intentionally gave the worst plane from Dhaka to Riyadh as Bangladesh is a poor country and most of the passengers is poor migrants so they give them worse plane because they know this poor migrants workers will not complaint anyway. I think this is very wrong behaviour from gulf countries. They forgot once they were shepherd's or farmers. ,"September 2, 2023",1,Date of travel: July 2023,,2,1,1,1,2,1,1,3
37,saudia_airlines,never ever again," we were already delayed in Frankfurt, sitting on the tarmac for 1.5 h with late and short explanation by the captain “problem with luggage + Frankfurt couldn´t offer a free slot for take off same adventure on my way back, 3/4 h before we got out of the plane for reasons unknown, suitcase never showed on the carousel I saw on the internet that delay seems to be a regular issue with S A Airlines. For me it was the first + only time with an airline where passengers stand up long before the plane got to it´s gate or the seat belt sign being switched off. They seem unable to force this issue on their own folk","August 31, 2023",1,Date of travel: August 2023,"Kehl, Germany",3,4,3,4,3,3,2,4
38,saudia_airlines,Price is way to high u need to cut it,Tickets are sky high astronomical prices especially if your traveling from one way they still charge u the same price as if it was a return ticket absolute rip off for a average service ,"August 31, 2023",1,Date of travel: August 2023,,0,0,0,0,0,0,0,0
39,saudia_airlines,Saudia has to stick to their USP of cheap flights to keep their customers,"Saudia Airlines is OK. It's a low cost airline, so you get a low cost journey. There were both good and bad things about the grand total of four flights that I had. The 1st flight from Amsterdam to Jeddah was significantly higher standard than the flight from Jeddah to Jakarta. Entertainment system worked but was limited in its choices and only had Arabic subtitles. The plane was clean and the service was decent. There was also an outlet which was nice. I considered the first flight of good quality and very comfortable for the price I paid. Solid pass.The 2nd flight was not very good. The toilets were beyond disgusting only 3 out of ten hours into the flight. There was only one choice of dinner which were beans (probably because the other choices of food were finished so quickly). There was no outlet and the entertainment system had ""technical issues"". Funnily enough, I flew with Saudia again three weeks later and the entertainment system was still out of order. For a ten hour flight they only served a full meal once (which was breakfast). About 7-8 hours later they only came again with a light snack which was maybe an hour before landing. People bring a disgusting amount of luggage and they place it above your seat, leaving you with no space for your own luggage. One of the staff said they will place my luggage somewhere near the back, but I refused as I had valuables in my suitcase and for principles' sake. After some back and forth, they had to shift the luggage that was above my seat to another spot which was nearly impossible considering how many suitcases the passengers were allowed to bring.Safety protocol was somewhat questionnable at times. People were standing up while the plane was still moving when it landed at the airport. People had bags under their seats during takeoff and landing. Both of these instances show a breach of Saudia's safety protocol. Now after tons of nagging on my end.. some other positive notes. Saudia, in my experience, was punctual. No delays after having taken four different trips. The food was nice in the end. Most of the staff were cordial and polite. The legroom was decent, but maybe that's because I am a manlet. The staff also wasn't difficult when requesting for an extra cup of Joe or some water, which is a very positive note!In summary: Saudia has cheap prices for its flight, but keep in mind you don't get much more than being brought from point A to point B. Maybe that's how it should be for a low- cost airline in the end. 3 out of 5 stars.","August 30, 2023",3,Date of travel: August 2023,"Nijkerk, The Netherlands",4,4,2,3,4,2,4,4
40,saudia_airlines,Lost langage and unfriendly staff,"On 26.08.2023 I was really pressed in the flight from Jeddah to Frankfurt to the extend I couldn't have hold it.One elderly airhotess didn't aloud me to enter the Toilette to the extend she was threatening me of calling Security,although I was the next on the lane .After issing myself ,the airhotess followed me where I was sitting ,like she was pointing at me on unfriendly manner. I couldn't understand was she meant by pointing at me and making my sit number. I felt it was like a threat!!!!Secondly ,it was the same day that I had arrived at Frankfurt airport on 26.08.2023 aroud 14:15 on a Saturday. I didn't found my one langage suitcase with important items. I reported at reclaimation area, the guy at the counter who was friendly told me I will get my suitcase after 2 days that means ,I should call them on Tuesday .I called after two days on Tuesday ,I was told my suitcase has dissapear ,was no where to be found. Am wondering upto now where my suitcase is. It wasn't a nice experience with Saudi Arabia airline. Still claiming for my belongings.","August 29, 2023",2,Date of travel: July 2023,,0,0,0,0,0,0,0,0
41,saudia_airlines,Pleasent experience,Fly from Manchester-manila with a stop over in Jeddah. It was great. No issues with boarding. No issues with luggage and no issues with visa. It was actually a rather pleasent flight and transaction..... I wouldn't take half of these reviews into account. My luggage went straight through no problem. The airline staff was really nice. No issues at Jeddah airport.... I was skeptical at first with these reviews but honestly was sooo happy with the out come. 5star service ,"August 28, 2023",5,Date of travel: August 2023,,5,5,5,4,4,5,5,5
42,saudia_airlines,Worst customer service,The worst airline the worst customer service. They are thieves I suppose to get a full refund but they steal my money and after we agreed for 107$ fee which is not reasonable they charged me 150$ and stop replying to my email.,"August 27, 2023",1,Date of travel: May 2023,,0,0,0,0,0,0,0,0
43,saudia_airlines,Poor,Hi went to Birmingham airport with my brother and elderly mother and niece. Was entitled to take two cases per passenger but the lady doing are bags conned us by only allowing 5 cases. When I challenged her she said I forgot to put the sticker label on one of the suitcase but my colleague will put it on before they load the plane. She made us look stupid as we were trying to explain that we counted the cases and only 5 have been weighed. When I asked for her Name or I.D she just kept quiet as we were getting late to board plus my mother was in a wheelchair we had to sort that out. I feel staff are letting the airline down will not be using Saudia Airlines again as some of my mother medicine was left behind. POOR SERVICE,"August 27, 2023",2,Date of travel: July 2023,,0,0,0,0,0,0,0,0
44,saudia_airlines,Warning,**WARNING**if travelling form England and you have two stops. JED and RUH. The immigration and the Saudi Airlines will force you to get a visa. There is no option for a transit visa. Also for 12 hours or less there is no transit visa. Yet the officials at the airport will not let you travel and will be the most helpless useless people ever. Avoid at all cost as this adds more to you ticket price. Visa is approximately £100 (uk £ sterling),"August 27, 2023",1,Date of travel: July 2023,,1,1,1,1,1,1,1,1
45,saudia_airlines,Worst customer service in aviation!,"Terrrible airline. They have absolutely NO idea of what customer service is. None of their phone numbers work, they don't answer any emails, they redirect you around and around in circles. This company should not be allowed to carry the name of Saudi as it is giving the country a bad reputation.","August 25, 2023",1,Date of travel: August 2023,,2,1,1,2,2,2,1,1
